customerID,tenure,Contract,MonthlyCharges,risk_score,risk_category,Churn
CUST00067,8,Two year,47.68509931362621,1.8475565912369116,Medium,No
CUST00068,72,One year,81.3097466040928,1.8299973655131704e-06,Low,No
CUST00069,72,Two year,68.87446660405362,1.6287078289758798e-07,Low,No
CUST00070,5,Two year,93.55735598711172,6.287137753357112,High,No
CUST00071,1,Month-to-month,75.59373085416746,197.9056147923013,Very High,No
CUST00072,6,Month-to-month,66.19148841797079,48.586347357810624,Very High,Yes
CUST00073,10,Two year,70.11460939283013,0.939045981917898,Medium,No
CUST00074,11,One year,40.78115223064199,4.132488582040618,High,No
CUST00075,19,Two year,47.515358252384345,0.0659932421574927,Low,No
CUST00076,45,One year,70.4808287725688,0.0011423566844079305,Low,No
CUST00077,8,Month-to-month,79.86589799298903,31.468518620249856,High,Yes
CUST00078,37,Two year,56.86601000336861,0.001053218768463133,Low,No
CUST00079,1,One year,59.682651167208576,79.96249956133946,Very High,No
CUST00080,1,Month-to-month,55.147636991786335,229.26202626938831,Very High,No
CUST00081,14,One year,74.40942167795475,4.681396004177009,High,Yes
CUST00082,1,Month-to-month,65.09630863422827,174.53593908451188,Very High,Yes
CUST00083,9,Month-to-month,80.4755879027631,26.68364945738569,High,No
CUST00084,45,Month-to-month,49.559742762087545,0.0019062248703144327,Low,No
CUST00085,5,Month-to-month,63.64131380053085,86.72420567016351,Very High,Yes
CUST00086,24,Month-to-month,102.77221092270636,0.7945545457811939,Medium,Yes
CUST00087,7,Month-to-month,115.91635990963005,96.90702618686659,Very High,No
CUST00088,1,One year,59.109603567445646,86.75443117721795,Very High,No
CUST00089,16,One year,97.89362456451802,3.3030684273178523,Medium,No
CUST00090,36,One year,96.69540480503468,0.014761794860420922,Low,No
CUST00091,10,Two year,85.49519754511863,1.5618474477521598,Medium,No
CUST00092,19,Two year,20.591739288806217,0.06998604943425206,Low,No
CUST00093,46,One year,29.50155939883121,0.0006957970735801853,Low,No
CUST00094,31,Month-to-month,52.33784521940539,0.09387722897103565,Low,No
CUST00095,4,Month-to-month,52.51452764690444,104.21441555850815,Very High,No
CUST00096,26,Month-to-month,42.17067102719396,0.2394474130635301,Medium,No
CUST00097,13,One year,78.90189622520461,4.102930819020329,High,No
CUST00098,27,Two year,80.29514617611652,0.013001782425208384,Low,No
CUST00099,13,Two year,109.78504574081302,0.744916934444069,Medium,No
CUST00100,2,Month-to-month,49.83103052033833,125.33791011061908,Very High,Yes
CUST00101,16,One year,48.72609318260129,2.047177849638619,Medium,No
CUST00102,13,One year,69.67284224961091,4.35934554632956,High,No
CUST00103,14,One year,32.8003678539542,2.5883785428982855,Medium,No
CUST00104,42,Two year,111.74261136926026,0.0004378915215246395,Low,No
CUST00105,45,Month-to-month,56.05869638180486,0.002757201524770891,Low,No
CUST00106,12,One year,63.0145941300953,6.126340442637154,High,Yes
CUST00107,12,Month-to-month,68.40188531026963,11.351138118265618,High,No
CUST00108,14,Month-to-month,61.30335634232,8.8535369699021,High,Yes
CUST00109,14,Two year,58.1104562645676,0.3527699347710164,Medium,No
CUST00110,60,Month-to-month,120.0,0.0001387547979317079,Low,No
CUST00111,20,One year,67.16019630348858,0.834879615108612,Medium,No
CUST00112,6,Two year,77.05583226051232,4.318946886527647,High,No
CUST00113,15,Two year,52.651636337243644,0.30738231076624023,Medium,No
CUST00114,19,Month-to-month,80.3893649754139,3.0184192115902277,Medium,No
CUST00115,20,One year,65.78241749241452,0.6969097720320145,Medium,No
CUST00116,17,One year,71.23040632773228,1.4420729417882432,Medium,No
CUST00117,3,One year,76.93821843218515,70.44905382452352,Very High,No
CUST00118,1,Month-to-month,87.06462624048379,313.1404459790463,Very High,No
CUST00119,8,Two year,82.49116019416698,1.9447271448507595,Medium,No
CUST00120,11,Month-to-month,64.42165848956003,17.6633983559291,High,Yes
CUST00121,1,Month-to-month,65.14540657607064,170.5899559670581,Very High,No
CUST00122,33,One year,37.189296705297664,0.014615505733093835,Low,No
CUST00123,8,Month-to-month,60.6270346566165,45.02805517239364,Very High,No
CUST00124,48,Month-to-month,67.69823956577243,0.0015236019883637908,Low,No
CUST00125,3,Month-to-month,87.91831227638711,139.77739796605334,Very High,No
CUST00126,1,Two year,18.0,7.7510352687379545,High,No
CUST00127,13,Two year,72.73081809102257,0.6558406019573012,Medium,No
CUST00128,4,Two year,45.6756922200791,3.242635144186857,Medium,No
CUST00129,55,Month-to-month,84.41163813752321,0.00029301874738019786,Low,No
CUST00130,1,Month-to-month,98.2268151332709,341.83809135726176,Very High,Yes
CUST00131,10,One year,63.79429761278182,8.047017814623073,High,No
CUST00132,52,Two year,100.86755851918008,4.061309502456597e-05,Low,No
CUST00133,9,Month-to-month,86.70001339420317,27.36329586417333,High,Yes
CUST00134,1,Month-to-month,68.47579408127491,243.34810251670075,Very High,No
CUST00135,7,Month-to-month,24.92194479059183,31.66800834674834,High,Yes
CUST00136,13,Month-to-month,74.62242213762414,10.881719628492515,High,Yes
CUST00137,4,Month-to-month,44.286509214508,85.236230669443,Very High,Yes
CUST00138,12,Month-to-month,18.0,5.548802614692772,High,No
CUST00139,36,Month-to-month,37.50018357629703,0.016869573862106073,Low,No
CUST00140,41,Two year,98.7112100854946,0.0004915369384046124,Low,No
CUST00141,1,Month-to-month,68.23177026970656,187.73633068936903,Very High,Yes
CUST00142,3,Two year,95.685178477883,7.380490459832785,High,No
CUST00143,6,Month-to-month,104.37182202598608,107.10125346818671,Very High,Yes
CUST00144,18,One year,71.92664401287401,1.1592010240621855,Medium,No
CUST00145,8,Two year,50.56781173147529,1.25590223443517,Medium,No
CUST00146,37,Month-to-month,38.62699774888036,0.018183655351788845,Low,No
CUST00147,25,Month-to-month,63.420951568675086,0.3971464378581177,Medium,No
CUST00148,2,Two year,42.69380570323472,7.02783239345624,High,No
CUST00149,19,Month-to-month,36.66995807960527,1.7786168441346084,Medium,Yes
CUST00150,2,Two year,48.85413386711461,7.280814648510979,High,No
CUST00151,5,Month-to-month,58.30404043829813,75.22697798098274,Very High,No
CUST00152,3,Month-to-month,58.98816508175986,111.03682725357275,Very High,No
CUST00153,3,Two year,62.76352912509981,6.287838593210043,High,No
CUST00154,19,Two year,75.6374002985677,0.10342078933489667,Low,No
CUST00155,16,Month-to-month,60.47596072664193,5.037307824625254,High,Yes
CUST00156,3,Two year,83.84784401222385,6.78163323001091,High,No
CUST00157,72,Month-to-month,82.84276962524551,3.542882374301208e-06,Low,No
CUST00158,10,Month-to-month,89.98414149131733,36.635620661252936,Very High,Yes
CUST00159,2,Month-to-month,62.0657835145752,131.4996943957948,Very High,Yes
CUST00160,2,Month-to-month,34.00468732286729,109.36949614243763,Very High,No
CUST00161,17,Month-to-month,58.98710252092072,4.098045284329365,High,Yes
CUST00162,72,Month-to-month,40.794383073757416,2.401489256959779e-06,Low,No
CUST00163,16,One year,84.92451616259947,3.0098231932058215,Medium,No
CUST00164,59,One year,28.05429244990436,2.6220669356158807e-05,Low,No
CUST00165,11,One year,73.51862362034646,8.723633183324047,High,No
CUST00166,11,Month-to-month,70.03965396849006,15.055452560914842,High,Yes
CUST00167,13,Month-to-month,83.32878963543465,9.949282224714683,High,No
CUST00168,23,One year,71.81646314510878,0.33338126812790897,Medium,No
CUST00169,9,Month-to-month,63.82504994649119,24.220882385441858,High,Yes
CUST00170,39,Month-to-month,37.67263740510919,0.011257518609354457,Low,No
CUST00171,1,One year,107.6514895371558,130.7211985550036,Very High,Yes
CUST00172,11,Month-to-month,63.7123437523676,19.415468785255058,High,Yes
CUST00173,14,Month-to-month,56.20480224115613,7.857880156832117,High,No
CUST00174,18,Two year,67.87965300972091,0.11600301844413924,Medium,No
CUST00175,6,Two year,93.22234330748874,5.176789438936629,High,No
CUST00176,11,Two year,58.71288174836542,0.9611237429996936,Medium,No
CUST00177,13,Month-to-month,93.7704909544004,15.192848633918896,High,Yes
CUST00178,23,Month-to-month,70.13749887806726,0.9401468201602422,Medium,No
CUST00179,29,Month-to-month,83.3640993277547,0.24112787100955982,Medium,Yes
CUST00180,26,Month-to-month,71.43402840789729,0.33339649541937383,Medium,No
CUST00181,8,Two year,81.83664800859611,2.6859156694423243,Medium,No
CUST00182,72,Month-to-month,86.93031591596284,3.347802964128001e-06,Low,No
CUST00183,37,Two year,75.81811905853642,0.0011710883666343722,Low,No
CUST00184,6,Two year,104.88175588467256,4.965195826655741,High,No
CUST00185,4,Two year,62.0978378507737,5.786033542533415,High,No
CUST00186,7,Month-to-month,94.5998181110487,57.95738334468767,Very High,Yes
CUST00187,12,One year,49.46153355361123,5.076973423340835,High,Yes
CUST00188,38,Month-to-month,75.14866169564903,0.02217831967172063,Low,No
CUST00189,30,Two year,44.29290785723225,0.004475132712680895,Low,No
CUST00190,38,Month-to-month,44.6857403882825,0.015308175844937814,Low,No
CUST00191,6,Month-to-month,97.86303265930457,75.71564473759672,Very High,Yes
CUST00192,18,One year,117.20469338458628,2.4031396088372823,Medium,No
CUST00193,6,Month-to-month,60.96617322462445,66.07089507922166,Very High,Yes
CUST00194,2,One year,39.84101912192787,69.31735559800669,Very High,No
CUST00195,23,Month-to-month,64.72420356295147,0.6436502200501253,Medium,No
CUST00196,3,Month-to-month,45.73057963587487,97.18908025027014,Very High,No
CUST00197,22,Month-to-month,97.44495961554898,1.532749359432271,Medium,Yes
CUST00198,20,Month-to-month,80.07236810711825,2.2819206680633606,Medium,Yes
CUST00199,33,One year,79.5567169794595,0.03302032915663312,Low,No
CUST00200,3,One year,62.14473890646085,59.599897548042186,Very High,Yes
CUST00201,30,Month-to-month,47.03830324368124,0.08556885396119984,Low,No
CUST00202,72,Month-to-month,91.4035512537528,4.371766020453854e-06,Low,No
CUST00203,38,Month-to-month,62.25345623335861,0.013319295185099033,Low,No
CUST00204,27,Month-to-month,39.0954685337725,0.18727479756965687,Medium,No
CUST00205,21,One year,103.7918845961026,1.0604681305505206,Medium,No
CUST00206,10,Month-to-month,120.0,42.72712067143826,Very High,Yes
CUST00207,26,Two year,68.93235468352108,0.020746684732439905,Low,No
CUST00208,25,Month-to-month,73.90799726144469,0.4282727873583743,Medium,No
CUST00209,19,Two year,110.3043594280036,0.21911345517525735,Medium,No
CUST00210,31,One year,57.56220489114551,0.04450690526149684,Low,No
CUST00211,11,One year,93.1265175329636,8.203019224304612,High,No
CUST00212,2,Two year,50.69776019830029,6.214018415480695,High,No
CUST00213,16,Two year,77.02170760469019,0.32318795885570845,Medium,No
CUST00214,6,Month-to-month,40.87653872092877,46.13188548112718,Very High,No
CUST00215,9,Two year,58.60628216489255,1.530510351451132,Medium,No
CUST00216,1,Month-to-month,23.54906473780862,106.48561681802252,Very High,Yes
CUST00217,9,Month-to-month,77.28716629402803,37.06563013227287,Very High,Yes
CUST00218,33,Month-to-month,74.99502668335155,0.08042378178536233,Low,No
CUST00219,15,Two year,39.486241397542685,0.1996520588708411,Medium,No
CUST00220,1,One year,119.88624102946906,215.6831740691766,Very High,No
CUST00221,12,Two year,66.91033017369828,0.5618004474802525,Medium,No
CUST00222,6,Two year,61.48707222170415,2.645567670994577,Medium,No
CUST00223,12,One year,40.556381885559134,4.3418030551133455,High,No
CUST00224,10,Month-to-month,84.52794296885372,25.848733150371423,High,No
CUST00225,53,Month-to-month,42.57020978827092,0.0003505016534901901,Low,No
CUST00226,1,Month-to-month,84.12086458912313,235.62072774523162,Very High,No
CUST00227,23,Month-to-month,43.10546614106136,0.4683053450928769,Medium,No
CUST00228,38,Month-to-month,75.86669253121208,0.01547547789541648,Low,No
CUST00229,64,Month-to-month,60.15144480478125,1.6362544439490934e-05,Low,No
CUST00230,3,Month-to-month,84.60770691646808,179.6812720707707,Very High,Yes
CUST00231,15,Two year,32.47584554517624,0.16806335660491703,Medium,No
CUST00232,1,Month-to-month,76.41713104538545,214.66811753178595,Very High,Yes
CUST00233,13,Month-to-month,40.478821856226745,9.164509908153214,High,No
CUST00234,2,Two year,48.83128356130936,8.147812889936588,High,No
CUST00235,36,Two year,79.49638975258907,0.0013784759860054109,Low,No
CUST00236,2,Two year,66.16432112151315,7.787416118452567,High,No
CUST00237,14,Month-to-month,74.33445713903357,8.963379629028253,High,Yes
CUST00238,14,Month-to-month,83.79642728949014,10.539938759422618,High,No
CUST00239,71,One year,69.14435726795979,1.9427612919172877e-06,Low,No
CUST00240,21,Month-to-month,61.56528482474385,1.5734960984825597,Medium,No
CUST00241,6,One year,39.98058225861415,22.61358375539802,High,Yes
CUST00242,5,Month-to-month,119.90357858340104,115.43268999548417,Very High,Yes
CUST00243,2,Month-to-month,78.6843838467133,174.4128998946699,Very High,Yes
CUST00244,28,One year,65.01536598177098,0.11341245420750685,Low,No
CUST00245,23,Two year,56.99432825364569,0.036038152954799826,Low,No
CUST00246,18,Two year,70.18514827570917,0.12097554007101105,Medium,No
CUST00247,1,Two year,64.8736154502963,12.576575972487285,High,No
CUST00248,28,Month-to-month,78.21727545477631,0.29675511941089483,Medium,Yes
CUST00249,20,Two year,50.65666816218126,0.07719063479602967,Low,No
CUST00250,66,Two year,106.99348105049044,1.109583454091552e-06,Low,No
CUST00251,17,Month-to-month,82.24659747663713,5.824887001825786,High,Yes
CUST00252,7,One year,19.82237829611367,9.893539597844416,High,No
CUST00253,9,Month-to-month,72.19777124761912,33.78789957432636,High,No
CUST00254,3,Month-to-month,85.13648302586924,124.62550589941023,Very High,Yes
CUST00255,25,One year,32.00543766448055,0.1507717370103807,Medium,No
CUST00256,24,Month-to-month,92.53629048801947,0.9231920842410815,Medium,Yes
CUST00257,4,Two year,80.75660975106206,6.449752605721694,High,No
CUST00258,3,Month-to-month,32.284235810466534,91.12485934260941,Very High,Yes
CUST00259,1,One year,60.68070303564467,93.71455123204657,Very High,No
CUST00260,48,Month-to-month,36.43351000532526,0.0006801855143341997,Low,No
CUST00261,5,One year,85.91981705165598,33.70441236094283,High,Yes
CUST00262,8,One year,39.55645094626357,12.839133848925897,High,Yes
CUST00263,6,Month-to-month,41.63782888734913,48.02910839737666,Very High,Yes
CUST00264,10,Month-to-month,67.05472784806015,22.410247955043925,High,No
CUST00265,25,Month-to-month,116.76745479512827,0.9566918288169224,Medium,Yes
CUST00266,40,Two year,95.52659407801757,0.000662987306320124,Low,No
CUST00267,4,One year,40.26930161454246,36.72394689839817,Very High,No
CUST00268,23,Two year,34.38350882514776,0.026214382282516935,Low,No
CUST00269,8,One year,50.21427579716735,15.825432473345884,High,Yes
CUST00270,72,Month-to-month,29.94981714810872,2.2275433746315006e-06,Low,No
CUST00271,7,Month-to-month,84.67503242552526,68.93149220392708,Very High,No
CUST00272,1,Month-to-month,81.46643184891501,309.41036925445314,Very High,No
CUST00273,14,Month-to-month,87.84359714194184,8.238145242134292,High,No
CUST00274,3,Month-to-month,66.22375811986525,136.97704232354994,Very High,Yes
CUST00275,1,Two year,68.00408838242728,12.29269375165437,High,No
CUST00276,23,One year,38.35570352118902,0.19153835865625554,Medium,No
CUST00277,26,Month-to-month,71.87418555348745,0.3374679006773812,Medium,No
CUST00278,12,Month-to-month,96.60465855972612,22.642659530579106,High,Yes
CUST00279,22,Month-to-month,54.2424610699212,1.0446621341209885,Medium,Yes
CUST00280,15,Month-to-month,75.16596463431864,6.955480315319214,High,No
CUST00281,19,Month-to-month,66.69527400614366,1.9086971234311587,Medium,No
CUST00282,18,One year,51.66692952809928,1.20062462476062,Medium,No
CUST00283,21,Two year,77.87369833250696,0.09191307023710799,Low,No
CUST00284,4,Month-to-month,110.43382734810945,143.33813258210236,Very High,Yes
CUST00285,6,Month-to-month,99.37864319646626,74.89634404487452,Very High,Yes
CUST00286,11,Month-to-month,43.9649620183667,14.91579361659296,High,Yes
CUST00287,11,Month-to-month,67.97120105352644,14.349224036694489,High,No
CUST00288,29,One year,83.28287445979461,0.1106658898436374,Low,No
CUST00289,9,Month-to-month,67.07567436791469,26.29102520135045,High,No
CUST00290,3,Two year,32.876175520838814,5.029743354649674,High,No
CUST00291,5,Month-to-month,46.08471491696554,69.56807379188618,Very High,No
CUST00292,4,Two year,80.68564509485475,5.47721567827199,High,No
CUST00293,26,Two year,113.2137482257721,0.03876110170500917,Low,No
CUST00294,12,Month-to-month,48.81931507921246,12.465170180798305,High,No
CUST00295,24,Month-to-month,41.18660290109497,0.49572457998192393,Medium,Yes
CUST00296,10,One year,93.20771322878956,10.980533196312626,High,No
CUST00297,44,One year,70.86072086120247,0.0019387265745924938,Low,No
CUST00298,72,Month-to-month,55.27711960507813,2.110018537170195e-06,Low,No
CUST00299,22,Month-to-month,60.17059632007572,0.7783237202182017,Medium,No
CUST00300,39,One year,61.459041320775725,0.004803071879305976,Low,No
CUST00301,14,One year,83.78062382445826,4.0883669597396315,High,No
CUST00302,54,Month-to-month,70.69158205605265,0.00034224304799415785,Low,No
CUST00303,35,Two year,26.740866325769936,0.0009378050064453243,Low,No
CUST00304,72,One year,61.82003212107799,1.0543318726646532e-06,Low,No
CUST00305,19,Month-to-month,110.89526537924976,5.058825635854742,High,Yes
CUST00306,30,Month-to-month,92.73370752525148,0.15351706294418227,Medium,No
CUST00307,15,Month-to-month,96.35259430649484,7.586857752580623,High,No
CUST00308,5,Month-to-month,44.115377468097606,64.79765694452787,Very High,Yes
CUST00309,8,Month-to-month,74.03436841838514,35.06614382744197,Very High,Yes
CUST00310,44,Month-to-month,88.73625875196173,0.004218199250370364,Low,No
CUST00311,1,Month-to-month,66.85516089169172,197.53080729373244,Very High,No
CUST00312,17,Month-to-month,94.57827660380994,5.625085750447229,High,No
CUST00313,9,Month-to-month,43.58720656320109,25.341312860732845,High,No
CUST00314,9,Month-to-month,70.32964288483676,24.249564123975325,High,No
CUST00315,43,Month-to-month,50.16318794460579,0.004552489829629281,Low,No
CUST00316,38,Month-to-month,101.92110244248433,0.020465593781338116,Low,Yes
CUST00317,18,Month-to-month,63.62352729354439,2.5777453966267556,Medium,Yes
CUST00318,6,Month-to-month,59.73562524888127,66.23690887203054,Very High,No
CUST00319,12,Two year,36.59274666088886,0.6005610827801225,Medium,No
CUST00320,10,Month-to-month,85.70680751845458,24.00802124845305,High,No
CUST00321,8,Month-to-month,76.0474987758042,51.15435023812359,Very High,Yes
CUST00322,2,Month-to-month,64.54458990589076,127.07587842888884,Very High,No
CUST00323,15,Month-to-month,80.07863777787492,5.858937732309049,High,No
CUST00324,7,Two year,91.78636135691735,3.4885088133724933,High,No
CUST00325,21,Month-to-month,70.04876561335757,1.4037355553176305,Medium,Yes
CUST00326,7,Month-to-month,76.11336693914187,48.559518319864665,Very High,No
CUST00327,11,Month-to-month,78.54202165673829,21.54136387517026,High,No
CUST00328,1,Month-to-month,20.970762774253828,155.5829046483357,Very High,Yes
CUST00329,72,One year,76.78564880169564,1.5932868785814497e-06,Low,No
CUST00330,14,Month-to-month,24.069884441990304,5.353363377804202,High,No
CUST00331,1,Month-to-month,65.18727370249073,175.4638774723071,Very High,Yes
CUST00332,15,One year,79.0843002042581,2.730456024778489,Medium,No
CUST00333,40,Month-to-month,19.33596484409304,0.006181491644266745,Low,No
CUST00334,29,Month-to-month,66.29332096858813,0.14621049120135524,Medium,No
CUST00335,24,Month-to-month,56.1587381201257,0.4774741022561788,Medium,Yes
CUST00336,3,Month-to-month,58.784591984245615,103.31343437118942,Very High,Yes
CUST00337,21,One year,84.41806789607574,0.7800447524047329,Medium,No
CUST00338,29,One year,112.5086748532465,0.15776198628948393,Medium,No
CUST00339,16,Month-to-month,83.38137050677932,6.833881923098952,High,Yes
CUST00340,44,Month-to-month,65.63012817014753,0.0031543822402424807,Low,No
CUST00341,6,Two year,31.338968810214745,1.7962735286086833,Medium,No
CUST00342,5,Month-to-month,99.19188580339564,118.12458445565255,Very High,Yes
CUST00343,40,Month-to-month,60.91865360259614,0.008593221531150557,Low,No
CUST00344,19,Month-to-month,22.84367841405433,1.0576098144806216,Medium,No
CUST00345,1,Month-to-month,36.10044585514163,174.90499768392635,Very High,No
CUST00346,8,Month-to-month,33.269325976132684,19.89382699247352,High,Yes
CUST00347,39,Month-to-month,37.14710542689302,0.010747454043212812,Low,No
CUST00348,1,One year,90.3495911200687,148.57395156798916,Very High,No
CUST00349,1,Month-to-month,69.95719057251078,282.00371062171206,Very High,Yes
CUST00350,6,Two year,78.5231840902965,2.6681414114214554,Medium,No
CUST00351,49,Month-to-month,18.0,0.0006792169344781324,Low,No
CUST00352,46,Month-to-month,84.1911352153959,0.0021047840413878235,Low,No
CUST00353,14,Month-to-month,80.74372905226559,10.37236567031901,High,No
CUST00354,16,Month-to-month,20.217344947068312,3.284241048049835,Medium,No
CUST00355,8,Month-to-month,33.877071479175335,30.65041370721255,High,Yes
CUST00356,5,Month-to-month,93.450504845829,115.85741041244772,Very High,Yes
CUST00357,33,Month-to-month,50.09489212720538,0.04051711519129089,Low,No
CUST00358,2,Month-to-month,90.2353185877005,227.10679619010367,Very High,Yes
CUST00359,13,Two year,65.2534420903045,0.41030086273570604,Medium,No
CUST00360,20,Two year,52.17870188467612,0.056280415652558397,Low,No
CUST00361,2,Two year,61.50216366275188,7.128631272275845,High,No
CUST00362,14,Two year,18.0,0.21744331313180568,Medium,No
CUST00363,17,Month-to-month,74.51934685307988,3.0189987649462,Medium,Yes
CUST00364,27,Month-to-month,35.01752073057734,0.16013274803058378,Medium,No
CUST00365,5,Month-to-month,19.257671503219107,51.22183643841204,Very High,Yes
CUST00366,6,Two year,27.960951269391597,2.443192833414503,Medium,No
CUST00367,16,Month-to-month,42.277946873762346,4.07914299561432,High,No
CUST00368,72,Month-to-month,79.62806253932665,3.5220388237744704e-06,Low,No
CUST00369,4,Month-to-month,45.02410719589035,87.98171547453175,Very High,Yes
CUST00370,72,Month-to-month,83.81036225314782,2.983363091775242e-06,Low,No
CUST00371,25,One year,87.13151824765993,0.24382280895019254,Medium,No
CUST00372,34,One year,89.11751113228588,0.02405279266610876,Low,No
CUST00373,1,Two year,110.93909944448754,15.609569499173094,High,No
CUST00374,7,Month-to-month,76.77670415534125,55.153544335015845,Very High,No
CUST00375,1,Month-to-month,79.53624518116891,293.99365044082197,Very High,Yes
CUST00376,9,One year,48.92294386707261,8.286414826391242,High,No
CUST00377,72,Month-to-month,18.0,1.8072908871863717e-06,Low,No
CUST00378,2,Month-to-month,73.07673641758805,146.45554871123636,Very High,Yes
CUST00379,16,One year,30.795935927143283,1.0827487559903464,Medium,No
CUST00380,1,Month-to-month,30.045921155507564,162.59580740920788,Very High,Yes
CUST00381,24,Month-to-month,35.884828056347985,0.41058078872427894,Medium,No
CUST00382,4,Month-to-month,81.21037550773673,99.71995157021783,Very High,No
CUST00383,2,Month-to-month,89.15688703287756,195.9873592591866,Very High,Yes
CUST00384,8,One year,69.02311364916002,13.814940158431982,High,No
CUST00385,29,Month-to-month,37.29418845932642,0.12187942999816659,Medium,No
CUST00386,2,One year,57.92221378335647,78.62605284453093,Very High,Yes
CUST00387,5,Two year,100.2668637926002,7.225323011454198,High,No
CUST00388,1,Two year,58.36802890689636,11.74887817848416,High,No
