customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST00048,Male,0,No,No,21,Yes,No,No,No internet service,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),96.18583386084492,2019.9,No
CUST00049,Female,0,Yes,No,54,Yes,No phone service,DSL,No,No,No,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),74.17307843257703,4005.35,No
CUST00050,Female,0,Yes,No,1,Yes,No,DSL,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),30.830176098039225,30.83,No
CUST00051,Male,0,Yes,No,1,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Mailed check,65.9951178700411,66.0,No
CUST00052,Female,0,Yes,Yes,29,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),66.37811283008945,1924.97,No
CUST00053,Male,0,No,No,20,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),91.64776796789417,1832.96,No
CUST00054,Female,0,No,No,6,Yes,Yes,Fiber optic,Yes,No,No,No,No,No internet service,Month-to-month,No,Electronic check,62.644105869063274,375.86,Yes
CUST00055,Male,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,55.71653594389224,724.31,Yes
CUST00056,Female,0,Yes,Yes,1,Yes,Yes,No,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,43.71094574419289,43.71,No
CUST00057,Female,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,58.46875986266914,233.88,No
CUST00058,Male,0,No,Yes,11,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,62.76948096365465,690.46,No
CUST00059,Male,0,Yes,No,35,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Mailed check,79.90762071536956,2796.77,No
CUST00060,Male,0,No,No,13,Yes,No,DSL,Yes,Yes,No,No,No internet service,No,Month-to-month,No,Mailed check,44.61407570467439,579.98,No
CUST00061,Male,0,Yes,No,17,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,Yes,Month-to-month,No,Credit card (automatic),120.0,2040.0,Yes
CUST00062,Male,0,No,No,41,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,42.393435641407564,1738.13,No
CUST00063,Male,0,Yes,No,7,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),33.025921410205136,231.18,No
CUST00064,Male,0,Yes,Yes,24,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),77.74985054956971,1866.0,No
CUST00065,Male,0,Yes,No,39,No,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),33.040451253904976,1288.58,No
CUST00066,Female,0,No,No,4,Yes,No,DSL,Yes,Yes,No internet service,Yes,Yes,No internet service,Two year,Yes,Electronic check,65.63961458632416,262.56,No
CUST00067,Female,0,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,47.68509931362621,381.48,No
CUST00068,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,No internet service,No,No,No internet service,No,One year,No,Credit card (automatic),81.3097466040928,5854.3,No
CUST00069,Female,0,No,No,72,No,Yes,No,No,Yes,Yes,No,No,Yes,Two year,No,Mailed check,68.87446660405362,4958.96,No
CUST00070,Female,1,No,No,5,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Mailed check,93.55735598711173,467.79,No
CUST00071,Female,0,No,No,1,Yes,Yes,No,Yes,No,No,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),75.59373085416746,75.59,No
CUST00072,Female,0,No,No,6,Yes,Yes,No,No,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),66.19148841797079,397.15,Yes
CUST00073,Male,1,Yes,No,10,No,Yes,Fiber optic,No,No internet service,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),70.11460939283013,701.15,No
CUST00074,Female,1,Yes,Yes,11,Yes,Yes,No,Yes,Yes,Yes,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),40.781152230641986,448.59,No
CUST00075,Male,1,No,No,19,No,No phone service,DSL,Yes,Yes,No,Yes,No,No internet service,Two year,No,Bank transfer (automatic),47.515358252384345,902.79,No
CUST00076,Female,0,No,No,45,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),70.4808287725688,3171.64,No
CUST00077,Female,0,No,Yes,8,No,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.86589799298903,638.93,Yes
CUST00078,Female,0,No,Yes,37,Yes,No,DSL,No internet service,Yes,Yes,No,No,No internet service,Two year,No,Electronic check,56.86601000336861,2104.04,No
CUST00079,Male,0,Yes,Yes,1,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,Yes,No,One year,Yes,Electronic check,59.682651167208576,59.68,No
CUST00080,Female,0,No,No,1,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,55.147636991786335,55.15,No
CUST00081,Male,0,Yes,No,14,Yes,Yes,Fiber optic,No,No,No internet service,No,No internet service,No,One year,No,Credit card (automatic),74.40942167795475,1041.73,Yes
CUST00082,Female,0,No,No,1,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),65.09630863422827,65.1,Yes
CUST00083,Male,0,Yes,Yes,9,Yes,No,Fiber optic,No,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),80.4755879027631,724.28,No
CUST00084,Female,1,No,No,45,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),49.559742762087545,2230.19,No
CUST00085,Male,0,No,No,5,No,Yes,No,No internet service,No internet service,No internet service,No,No,No,Month-to-month,No,Mailed check,63.64131380053085,318.21,Yes
CUST00086,Male,0,Yes,Yes,24,Yes,No phone service,DSL,No,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),102.77221092270636,2466.53,Yes
CUST00087,Female,0,Yes,No,7,Yes,Yes,No,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),115.91635990963005,811.41,No
CUST00088,Male,0,No,No,1,Yes,Yes,No,No internet service,No,Yes,No,No,No internet service,One year,Yes,Bank transfer (automatic),59.109603567445646,59.11,No
CUST00089,Female,0,No,No,16,Yes,Yes,No,No internet service,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),97.89362456451802,1566.3,No
CUST00090,Female,0,Yes,No,36,Yes,Yes,Fiber optic,No,No,No internet service,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),96.69540480503467,3481.03,No
CUST00091,Female,1,No,Yes,10,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No,No,Two year,No,Electronic check,85.49519754511863,854.95,No
CUST00092,Female,0,No,No,19,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),20.591739288806217,391.24,No
CUST00093,Female,0,Yes,Yes,46,Yes,Yes,Fiber optic,Yes,No,No internet service,No,Yes,Yes,One year,No,Credit card (automatic),29.501559398831212,1357.07,No
CUST00094,Female,0,Yes,Yes,31,No,Yes,DSL,No internet service,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,52.33784521940539,1622.47,No
CUST00095,Female,0,No,No,4,Yes,Yes,DSL,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,52.51452764690444,210.06,No
CUST00096,Female,0,No,No,26,Yes,No,Fiber optic,Yes,No,Yes,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),42.17067102719396,1096.44,No
CUST00097,Female,0,No,Yes,13,Yes,No,Fiber optic,No,Yes,No,Yes,No,No internet service,One year,Yes,Credit card (automatic),78.90189622520461,1025.72,No
CUST00098,Female,0,No,Yes,27,Yes,Yes,Fiber optic,No,No,No,Yes,No,No internet service,Two year,Yes,Credit card (automatic),80.29514617611652,2167.97,No
CUST00099,Female,0,Yes,No,13,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No,Yes,Two year,Yes,Electronic check,109.78504574081302,1427.21,No
CUST00100,Male,0,Yes,No,2,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,49.83103052033833,99.66,Yes
CUST00101,Male,0,Yes,No,16,Yes,No,Fiber optic,No,Yes,No,No,No internet service,No,One year,Yes,Mailed check,48.72609318260129,779.62,No
CUST00102,Female,0,Yes,No,13,Yes,Yes,DSL,Yes,No internet service,No,Yes,No internet service,No,One year,Yes,Electronic check,69.67284224961091,905.75,No
CUST00103,Female,0,No,Yes,14,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),32.8003678539542,459.21,No
CUST00104,Female,0,No,No,42,Yes,No phone service,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),111.74261136926026,4693.19,No
CUST00105,Female,0,Yes,Yes,45,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),56.05869638180486,2522.64,No
CUST00106,Female,0,Yes,No,12,No,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,63.014594130095304,756.18,Yes
CUST00107,Female,0,No,Yes,12,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),68.40188531026963,820.82,No
CUST00108,Female,0,No,No,14,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,61.303356342319994,858.25,Yes
CUST00109,Female,1,No,No,14,Yes,No,DSL,Yes,No internet service,No internet service,Yes,No internet service,No,Two year,No,Electronic check,58.110456264567595,813.55,No
CUST00110,Male,1,No,No,60,Yes,Yes,Fiber optic,Yes,No internet service,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),120.0,7200.0,No
CUST00111,Female,0,No,Yes,20,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,67.16019630348858,1343.2,No
CUST00112,Male,0,No,No,6,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Electronic check,77.05583226051232,462.33,No
CUST00113,Female,0,Yes,No,15,Yes,No,No,Yes,No,Yes,No,No,Yes,Two year,No,Electronic check,52.651636337243644,789.77,No
CUST00114,Female,0,Yes,No,19,Yes,No,Fiber optic,No internet service,No,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),80.3893649754139,1527.4,No
CUST00115,Male,0,Yes,No,20,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No,Yes,One year,No,Electronic check,65.78241749241452,1315.65,No
CUST00116,Female,0,Yes,No,17,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No,Yes,One year,No,Mailed check,71.23040632773228,1210.92,No
CUST00117,Male,0,No,No,3,Yes,Yes,DSL,No internet service,No,No,No,Yes,No,One year,Yes,Mailed check,76.93821843218515,230.81,No
CUST00118,Female,1,No,No,1,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,87.06462624048379,87.06,No
CUST00119,Female,0,Yes,No,8,Yes,No,DSL,No,No,No,No internet service,No internet service,Yes,Two year,No,Bank transfer (automatic),82.49116019416698,659.93,No
CUST00120,Male,0,Yes,Yes,11,Yes,No,DSL,No,No,No,No,No internet service,Yes,Month-to-month,No,Mailed check,64.42165848956003,708.64,Yes
CUST00121,Female,0,Yes,Yes,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),65.14540657607064,65.15,No
CUST00122,Male,0,Yes,No,33,No,Yes,Fiber optic,No,No internet service,Yes,Yes,No,No internet service,One year,Yes,Mailed check,37.189296705297664,1227.25,No
CUST00123,Female,0,No,No,8,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,60.6270346566165,485.02,No
CUST00124,Male,1,No,No,48,Yes,Yes,No,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),67.69823956577243,3249.52,No
CUST00125,Male,0,No,No,3,No,Yes,Fiber optic,No,Yes,No,No internet service,No,No,Month-to-month,Yes,Mailed check,87.91831227638711,263.75,No
CUST00126,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No internet service,Two year,No,Electronic check,18.0,18.0,No
CUST00127,Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,No,No,No internet service,Yes,Two year,Yes,Mailed check,72.73081809102257,945.5,No
CUST00128,Male,1,No,No,4,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,45.6756922200791,182.7,No
CUST00129,Female,0,Yes,No,55,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.41163813752321,4642.64,No
CUST00130,Female,0,No,No,1,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.2268151332709,98.23,Yes
CUST00131,Female,0,No,No,10,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,63.79429761278182,637.94,No
CUST00132,Male,0,No,No,52,Yes,No phone service,Fiber optic,No internet service,No,No,No,No,Yes,Two year,Yes,Electronic check,100.86755851918008,5245.11,No
CUST00133,Male,0,Yes,No,9,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No internet service,Month-to-month,No,Mailed check,86.70001339420317,780.3,Yes
CUST00134,Male,0,Yes,No,1,No,No,Fiber optic,No internet service,Yes,No internet service,No,No,No,Month-to-month,Yes,Mailed check,68.47579408127491,68.48,No
CUST00135,Male,0,Yes,No,7,No,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,24.92194479059183,174.45,Yes
CUST00136,Male,0,No,No,13,No,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),74.62242213762414,970.09,Yes
CUST00137,Male,1,Yes,Yes,4,Yes,No,No,No internet service,Yes,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),44.286509214507994,177.15,Yes
CUST00138,Male,0,No,Yes,12,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),18.0,216.0,No
CUST00139,Male,0,No,No,36,Yes,Yes,DSL,No internet service,No,No,Yes,No,No,Month-to-month,No,Electronic check,37.50018357629703,1350.01,No
CUST00140,Male,0,Yes,No,41,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Electronic check,98.71121008549461,4047.16,No
CUST00141,Female,0,No,Yes,1,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Mailed check,68.23177026970656,68.23,Yes
CUST00142,Male,1,No,No,3,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,No internet service,Two year,Yes,Electronic check,95.68517847788301,287.06,No
CUST00143,Female,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,104.37182202598608,626.23,Yes
CUST00144,Female,0,No,Yes,18,No,No,No,Yes,No internet service,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),71.92664401287401,1294.68,No
CUST00145,Female,0,Yes,No,8,Yes,No,DSL,Yes,No,Yes,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),50.56781173147529,404.54,No
CUST00146,Male,0,Yes,No,37,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,38.626997748880356,1429.2,No
CUST00147,Male,0,No,Yes,25,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,63.420951568675086,1585.52,No
CUST00148,Male,0,No,No,2,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Mailed check,42.693805703234716,85.39,No
CUST00149,Male,0,No,No,19,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No,No,Month-to-month,Yes,Electronic check,36.66995807960527,696.73,Yes
CUST00150,Female,1,No,No,2,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No,No internet service,Two year,Yes,Bank transfer (automatic),48.85413386711461,97.71,No
CUST00151,Male,0,No,No,5,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.30404043829813,291.52,No
CUST00152,Male,0,No,Yes,3,Yes,No phone service,No,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),58.98816508175986,176.96,No
CUST00153,Male,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No,Two year,No,Electronic check,62.76352912509981,188.29,No
CUST00154,Male,0,No,No,19,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,No internet service,Two year,Yes,Bank transfer (automatic),75.6374002985677,1437.11,No
CUST00155,Male,0,Yes,Yes,16,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),60.47596072664193,967.62,Yes
CUST00156,Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),83.84784401222385,251.54,No
CUST00157,Male,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),82.84276962524551,5964.68,No
CUST00158,Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.98414149131733,899.84,Yes
CUST00159,Male,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,Yes,No,No internet service,No,No internet service,Month-to-month,No,Electronic check,62.0657835145752,124.13,Yes
CUST00160,Female,1,No,No,2,Yes,Yes,Fiber optic,Yes,No,No,No internet service,Yes,No,Month-to-month,No,Electronic check,34.00468732286729,68.01,No
CUST00161,Male,0,Yes,No,17,Yes,No phone service,DSL,Yes,No,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),58.987102520920715,1002.78,Yes
CUST00162,Male,0,Yes,No,72,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,40.794383073757416,2937.2,No
CUST00163,Female,0,No,No,16,Yes,No,DSL,No,No internet service,Yes,No,No,No internet service,One year,No,Electronic check,84.92451616259947,1358.79,No
CUST00164,Female,0,Yes,No,59,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,No internet service,Yes,One year,Yes,Credit card (automatic),28.05429244990436,1655.2,No
CUST00165,Female,0,No,No,11,Yes,Yes,DSL,No internet service,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),73.51862362034646,808.7,No
CUST00166,Male,0,Yes,Yes,11,Yes,No,Fiber optic,No,No,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),70.03965396849006,770.44,Yes
CUST00167,Female,0,Yes,No,13,Yes,Yes,No,Yes,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),83.32878963543465,1083.27,No
CUST00168,Male,0,Yes,No,23,No,No,Fiber optic,No,No internet service,Yes,Yes,No,No,One year,Yes,Electronic check,71.81646314510878,1651.78,No
CUST00169,Male,0,No,No,9,Yes,No,Fiber optic,No,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),63.82504994649119,574.43,Yes
